distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,pobl_proy,tasa_mort_gral,tasa_nat,tasa_mort_mat,tasa_mort_inf,alum_comun_inic,alum_comun_pri,alum_comun_sec_bas,alum_comun_sec_or,alum_comun_sup_nouniv,alum_comun_tot,dep_priv_monlocyext,dep_publ_monlocyext,prest_priv_monlocyext,prest_publ_monlocyext,rt_origenprov,recursos_ctes,gasto_tot,resultado_financiero,pbg_base1993_constantes,pbg_base1993_corrientes,pbg_base2004_constantes,pbg_base2004_corrientes,empleo_tot,empleo_sector_a,empleo_sector_b,empleo_sector_ab,empleo_sector_c,empleo_sector_d,empleo_sector_e,empleo_sector_f,empleo_sector_g,empleo_sector_h,empleo_sector_i,empleo_sector_j,empleo_sector_k,empleo_sector_m,empleo_sector_n,empleo_sector_o,empleo_sector_serv,expo_fob_102A,expo_fob_102B,expo_fob_104B,expo_fob_104C,expo_fob_105A,expo_fob_105B,expo_fob_105C,expo_fob_106A,expo_fob_106B,expo_fob_106ZF,expo_fob_107A,expo_fob_108A,expo_fob_111,expo_fob_111A,expo_fob_111BA,expo_fob_111Z,expo_fob_201AA,expo_fob_201AE,expo_fob_206A,expo_fob_208AA,expo_fob_210A,expo_fob_210D,expo_fob_211A,expo_fob_212AE,expo_fob_213A,expo_fob_214B,expo_fob_299,expo_fob_302A,expo_fob_302B,expo_fob_302C,expo_fob_302F,expo_fob_302J,expo_fob_306A,expo_fob_306C,expo_fob_310A,expo_fob_311AZ,expo_fob_311C,expo_fob_312AL,expo_fob_312B,expo_fob_313BB,expo_fob_314A,expo_fob_314B,expo_fob_399Z,expo_fob_401,expo_fob_402A,expo_fob_402Z,expo_fob_404A,expo_fob_499,per_bajo_pob,per_bajo_ind,sal_bru_prom
99.1,1996-12-31,anual,PAIS,200,Argentina,,7.6,19.2,4.7,20.9,,,,,,,,,,,,,,,,,,,3510489,238935.5,9017,247952.5,35063,905793.75,44923,198928.5,541142.75,106170.25,289321.25,124244,439085,163273.25,170189.25,244402.5,1536685.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PAIS,200,Argentina,,7.6,19.4,3.8,18.8,,,,,,,,,,,,,,,,,,,3821398.75,257153.5,10026.75,267180.25,37946.25,945145,46125.25,246474.25,586835.75,113391.75,324064,134926,489556.25,197666,176033.75,256054.25,1691692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PAIS,200,Argentina,,7.8,18.9,3.8,19.1,,,,,,,,,,,,,,,,,,,4083316,262030,9936,271966,39331,961055.5,48234,270827,628274,120712,353320.25,145644.5,538223,260058.75,177659.75,268010.25,1863628.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PAIS,200,Argentina,,7.9,18.8,4.1,17.6,,,,,,,,,,,,,,,,,,,4047419.75,257601.75,9407.5,267009.25,36067.75,912191.25,48858,273178.75,628840.75,120190,360572.5,149443.5,546871.25,269932.75,173653.25,260610.75,1881274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PAIS,200,Argentina,,7.5,19,3.5,16.6,,,,,,,,,,,,,,,,,,,3994682.25,253623.25,9317,262940.25,37566.5,869281.5,48928.25,235184.75,633172.75,122435.5,361664,147569.5,560893.75,280191.75,173910.5,260943.25,1907608.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PAIS,200,Argentina,,7.6,18.2,4.3,16.3,,,,,,,,,,,,,,,,,,,3919818.5,249365.25,10690.25,260055.5,38457.75,825852.75,48952.25,208822.25,635152.75,121004.25,354872.75,141679,558646.75,290124.5,174755.25,261442.75,1902525.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PAIS,200,Argentina,,7.7,18.3,4.6,16.8,,,,,,,,,,,,,,,,,,,3522962.25,234786.75,12795.5,247582.25,36037,742518.25,46695.75,124880.25,570893.5,109443.75,325634.5,125730.25,496055,289388.75,166927.5,241175.5,1754355.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PAIS,200,Argentina,,8,18.4,4.4,16.5,,,,,,,,,,,,,,,,,,,3727905,251433.5,14517.5,265951,39403.25,797106,46518.75,159513.5,595643.25,118020.25,331040,112917.25,540261.5,299990,167437.5,254102.75,1823769.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PAIS,200,Argentina,,7.7,19.3,4,14.4,,,,,,,,,,,,,,,,,,,4182702.75,276756,15493.5,292249.5,45032.5,898661.5,48462.25,217724.25,680303.75,136989.5,348044.75,116351.75,621580.75,318203.75,176915,282183.5,2000269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PAIS,200,Argentina,,7.6,18.5,3.9,13.3,,,,,,,,,,,21930.53946,74634.52313,75984.79046,2154.714132,,,,,4692077.5,301548,15660,317208,51499,989331.5,49919.25,298728.25,769166.25,161707.75,385836,123127,705757,337254.25,189540.75,313002.5,2216225.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PAIS,200,Argentina,,7.5,17.9,4.8,12.9,,,,,,,,,,,27289.12633,92136.36605,96775.48407,530.8007615,,,,,5138057.25,318768,16802,335570,57357.75,1070419,51793.25,367128.5,846976,185072.75,421931.75,131299.5,778529.75,354122.75,201894.5,335961.75,2408812.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PAIS,200,Argentina,,8,17.8,4.4,13.3,,,,,,,,,,,34300.71996,116854.0205,124384.8796,-588.6761396,,,,,5584683.5,332593.5,16574.5,349168,64444.25,1145739,53123.75,428285.75,937828,204973.75,460665.25,145188.5,856550.25,370948.25,214937.75,352831,2606094.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PAIS,200,Argentina,,7.6,18.8,4,12.5,1485899,4664025,2153329,1369803,607233,10280289,,,,,45468.56229,152658.2288,164429.1604,-4218.842415,,,,,5923111,350728.75,16138,366866.75,70201.5,1211908.5,54574.75,436001,1017018,223767.75,495504.75,154244.75,908598.5,386105.75,230271.5,368047.5,2766540.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PAIS,200,Argentina,,7.6,18.6,5.5,12.1,1526915,4643430,2230464,1388767,656196,10445772,,,,,52982.42514,175844.9009,198062134,-10023.58206,,,,,5838300.5,343176.5,15249.25,358425.75,68595.25,1185156,55753.5,402918.5,1026319.5,227201.75,498510.25,143183.75,867731,394445.75,239263.75,370795.75,2741132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PAIS,200,Argentina,40788453,7.9,18.7,4.4,11.9,1553418,4637463,2276041,1403587,691007,10561516,,,,,68717.36502,236521.4385,248160.3313,6353.865767,,,,,5987604.75,341845.25,15083.5,356928.75,70301,1211224.5,57323.75,406181,1060612.75,235787.25,511053.5,145824.75,892367.25,407319,250182.75,382498.5,2825033,241488930.4,657881924.5,194946892,299623672,140498890.4,337437766.4,367399183.2,901822741.5,3145799482,233720299.3,4986276735,280752194.2,1494473477,,,,1176649938,379244079.7,94536696.69,4135924377,119366791.2,317162722.3,737549406.8,8194944621,60649535.54,1021590410,1215034775,284864116.6,514256497.1,693215654.5,657507306.8,1932609715,454231458.7,180286994.7,2258093707,294961103.4,762677113.8,554628969.9,510433981.5,6601530598,602944800.4,38222426.74,128033317,2583533661,1128818902,1392388960,1046146881,104456638.6,,,
99.1,2011-12-31,anual,PAIS,200,Argentina,41261490,7.8,18.5,4,11.7,1563013,4620306,2291314,1439894,727444,10641971,,,,,92902.0754,303842983,339849.0435,-16457.70742,,,,,6275193.5,357484.25,15640.25,373124.5,74638,1263522.25,59447.25,449201,1109760.75,247132,535475,153842.5,928372,425209.75,264000.25,391468.25,2945499.75,302552129.3,730331212.3,207607036.8,426683485.7,189615369.8,411841956.1,328503546.9,2444755067,4354220867,361811250.8,5258163595,369623380.8,1442164125,,,,1320017837,432243304.1,105247171.7,5000082512,119288486.4,535801669.7,849326649.5,9574924744,60888763.22,955216632.4,1393391286,352805502.1,524137143.8,809897972.8,776880097.1,2856510031,484432506.9,167497761.3,2734041786,350297634.1,859194384.5,621434305.7,550315707.9,8441195059,755450253.5,86872995.99,129743454.6,2182223595,1270435819,1748593098,1129151038,144062745.3,,,
99.1,2012-12-31,anual,PAIS,200,Argentina,41733271,7.7,17.9,3.5,11.1,1610845,4603422,2330757,1482788,767698,10795510,,,,,121212.6654,383504.2712,418674.4057,-14003.92447,,,,,6358841.25,350912.5,14584.5,365497,78069.25,1282319.75,61314,441766.5,1132126.25,256477.25,550113.25,159095.25,921456.75,438055.25,275708.25,396842.5,2997748.5,286049990.6,704347922.9,128408628.7,499184452.3,117644287.5,364236419.6,319724269.6,2951957334,4841077685,302414636,3191608577,356819821.6,,1513251647,426879111,156393599.7,1158879070,529979167.2,106460906.2,4319829759,99438856.61,490651226.3,929052022.1,9849828011,67115339.2,871138849,462293503.4,360469299.9,503315387.5,902830966.5,796345526,,324705573.3,116419386.7,2567045741,295285068.2,728074393.8,686823116.8,499327293.3,7969759827,524267526.8,125627713.1,290511989.7,2611223721,1105103018,2058744122,809964688.5,118447984.8,,,
99.1,2013-12-31,anual,PAIS,200,Argentina,42202935,7.7,17.9,3.2,10.8,1652657,4563491,2341110,1525009,793018,10875285,,,,,175468.1786,510190.8558,549735.0274,-9841.693853,,,,,6415610.5,349699.75,14341,364040.75,81182.5,1295850,64074,438762.75,1144666,262481.75,558162.75,161404.25,910385.5,448749.5,284901.25,400949.5,3027034.5,263154133.7,919217674.2,136373711.1,197211173.7,157394056.1,422065294.3,335722668.5,734256490,5849118089,290987492,4090223565,313361028,,950277796.3,289509796.4,121137541.6,1158211668,649338632.1,116870042.6,4089371219,110321668.1,439412855.2,887537790.1,10660572682,69057457.63,943130219.9,485526621.4,330171924,523491423.8,912957835.7,790165022.4,,289281514.3,135440910.3,2053829697,260308588.2,733369900.7,563507211.2,399741854,8552670522,492355296.2,83746922.88,217891756.5,1736775154,738132785,2120188268,707678647.5,105542606.8,,,
99.1,2014-12-31,anual,PAIS,200,Argentina,42669500,7.6,18.2,3.7,10.6,1687543,4550923,2342915,1553552,853853,10988786,,,,,241075.6152,709202658,754496.5779,-2974.225801,,,,,6425427.25,349775,14432.25,364207.25,87291.25,1281648.75,67392.75,436273.5,1149937.5,266507.75,562909.5,161150.25,890934.75,459817.75,293878.75,403477.5,3038676.25,260056087.5,996005297.5,107623861.7,350221955,137264711.8,379298761.2,269002250.1,603571634.3,3525199093,275611886.7,3776220425,255105240.8,,929138894.7,205793891.1,115235687.6,1195335165,546637410.3,115076225.3,3467651155,77654243.34,322711551.2,842002576.4,11837832992,70010948.9,1040883224,493870868.7,330028784.4,559156635.4,851256766,733769650.5,,259524463,137860349.4,2067792222,262716216.4,634407717.4,416651888.1,297209545.8,7173078208,264594409.9,48694093.22,184990869,1619632669,579611406.6,1852930756,600996087.3,79841708.96,,,
99.1,2015-12-31,anual,PAIS,200,Argentina,43131966,7.7,17.9,3.9,9.7,1733374,4550365,2349746,1597088,902316,11132889,,,,,314639.9879,947639.1727,1058497238,-57245.93757,,,,,6569512,351047,14442,365489,90400.25,1291453,70481.25,463918.25,1170778.25,275526.5,574386.75,161534.5,909886.25,478766.5,305353.75,411537.75,3116992,246359623.4,935104305,83567655.8,338400975.3,85596752.4,282910289.4,255863822.1,1032844375,3129963996,156178951.9,4269722175,188377040,,465732379.7,190625692.4,56618607.67,983784543,307808510.6,99963305.56,3815439166,62008193.9,369516852.9,817712453.6,9673249292,59317144.42,857987643.3,430983621.8,278722743.8,439090470.8,1047308032,763655172.7,,216456204.2,128292285.8,2508579227,180904361.2,539042269.5,311959325,214762015.3,5071237439,253286429.2,36991872.13,164152233.8,670929750.8,255501799.4,805173736.1,312696407,58175183.91,,,
99.1,2016-12-31,anual,PAIS,200,Argentina,43590368,8.1,16.7,3.4,9.7,1765405,4814965,2103305,1642865,961048,11287588,,,,,425136.3113,1323205605,1456651957,-74086.82677,,,,,6530110.5,345922.25,13776.25,359698.5,85233.75,1268383.5,72068,423632.5,1190126,278224,579409.5,165180.5,888298.75,489591.25,316188,414076.25,3130968.25,251425341.1,1170645203,162493258.9,510737766.1,73752326.16,270109125.3,402861437.9,1867825125,4187164748,212534213.6,3234922077,366279667.8,,632963025.9,261342190.3,92928486.64,1148877311,237896025.4,97193110.48,4105937557,87027345.16,336075892.6,818331955,9971523075,66376171.52,739817354.5,375149961.4,337811826.8,478359854.5,906691324.8,632992698.5,,181123026.5,112421119.1,2237652998,149008170.9,621683084.9,305061481.1,200286509.5,4270786567,315554557.1,26435972.17,139758862,748543642.8,211445451.8,619323649.4,303007588,65571249.09,,,
99.1,2017-12-31,anual,PAIS,200,Argentina,44044811,7.8,16,2.9,9.3,1798831,4822602,2126816,1664494,976466,11389209,,,,,580588.4034,1779226243,1945995181,-92595.22349,,,,,6581035.75,350456.25,13704.75,364161,81071,1238113.25,74283.5,458878.25,1202090,284890,580713,164633.75,889425.25,499655,326453,416668.75,3162438.75,227532857.8,1478768146,183254757.7,525828239,75150059.52,257090017.6,303748435.3,2362463017,3885188311,180041171.8,2732989766,295290619.3,,408833675.4,205848250,132287946.5,1463180768,285930419.7,95835410.99,3726240912,75785678.2,295900362.6,809390689,9081181902,70292903.32,728982974.6,393810349.9,382544740.1,485051791.1,744152877.7,636692651.8,,223108804.6,128684303.7,2517972210,151893258.6,793720675.2,316054325.4,251597289.4,4964966960,489385260.9,93620408.49,169139832.6,585041723.4,300798664.6,965580323.6,421643162.6,108559687.8,,,
99.1,2018-12-31,anual,PAIS,200,Argentina,44494502,,,,,,,,,,,,,,,768200.4968,2410021085,2518829895,-42518.17913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2019-12-31,anual,PAIS,200,Argentina,44938712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.4,13.4,1,14.7,,,,,,,,,,,,,,,,,,,1000761.5,,,9781.5,5199.75,186743.75,9841.75,46145.75,130446.25,,,,,,,,612602.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.4,13.2,0.2,12.2,,,,,,,,,,,,,,,,,,,1079457,,,10273.5,5746.75,193499,9622.25,52693.75,142739.75,,,,,,,,664882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.7,13.1,0.3,13,,,,,,,,,,,,,,,,,,,1143723.25,,,10385.25,5790.5,198988,8855,59265.25,153975.5,,,,,,,,706463.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.8,13.5,0.2,10.7,,,,,,,,,,,,,,,,,,,1160171.75,,,9264.5,5644.75,195486.25,7746,62834.5,159148.5,,,,,,,,720047.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11,14.3,1.4,9.4,,,,,,,,,,,,,,,,,,,1106314.25,,,4870.25,4812.5,168231.75,6031.5,54248.5,150564,,,,,,,,717555.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.1,13.9,0.9,9.6,,,,,,,,,,,,,,,,,,,1075198.5,,,4781,4745,158323,7791.75,46729.5,144444,,,,,,,,708384.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.2,13.6,1.4,10,,,,,,,,,,,,,,,,,,,950884,,,4952,4433,139516.5,7532.25,27121.5,124704,,,,,,,,642624.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.7,14.2,1.2,10.3,,,,,,,,,,,,,,,,,,,980339.5,,,5452.75,4697.5,146899.75,7439.5,30416,129365.75,,,,,,,,656068.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.5,14.9,2,8.7,,,,,,,,,,,,,,,,,91224021.84,91224021.84,1098613.5,,,6157.5,4978,165751.75,7602.25,40807.25,150953.5,,,,,,,,722363.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.2,14.5,0.7,8,,,,,,,,,,,5000854,6132.792872,5890.130687,347.964642,,,100823661.9,112624879.1,1231268.75,,,6821.5,5570.25,182532,7786.5,56012.25,171484,,,,,,,,801062.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,10.9,14.6,1.8,8.3,,,,,,,,,,,6164745,7526.971063,8221.826804,-611.2092495,,,112414070.6,144302130.3,1349008.5,,,7737,5813.5,198404.25,8202.5,72497.5,189283.75,,,,,,,,867070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,11.3,14.1,3.3,8.4,,,,,,,,,,,7806.6414,9536.615887,9945.51549,-344.5275357,,,121983394.6,182446084.5,1475784.75,,,8470,6416.5,213016.25,10182.75,87519,210055,,,,,,,,940125.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,10.5,15.1,0.9,7.7,108266,230735,123887,100736,98708,662332,,,,,10618252,12648.13372,13134.05267,-392.5359533,,,127107469.1,228068570,1562065.5,,,9130.5,7087.75,221992.75,11279.5,91009.25,223131,,,,,,,,998434.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,,10.3,14.6,1.8,8.5,111253,231205,124269,99882,106920,673529,,,,,12562.63635,14896.73748,15854.24418,-761.3193471,,,127004870.7,261653355.9,1532059,,,8896.75,6948.25,217223,11157,82744.75,220679.75,,,,,,,,984409.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3028481,10.8,14.9,0.9,7,112578,233968,124355,99117,111405,681423,,,,,16361.95384,19303.90851,19164.62305,746.6896602,,,136077779.1,326296684.5,1558869.25,,,9343.75,7158.5,218893.25,11290.25,83497.25,227812.75,,,,,,,,1000873.5,,,,,,,,,,,,,,,,,22262000.35,,,,,327902.04,,,,38905558.85,8370772.85,34093.91,74455557.74,60117798.76,6191711.49,9753814.08,11302314.22,,263234.97,1456156.41,336656.38,3231096.96,15763551.36,,,146528,2582415.99,,,,,,,,
99.1,2011-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3033639,10.5,14.8,1.3,8.8,114308,237899,123800,100671,113574,690252,,,,,21623795,25725.88808,27048.73031,-826.3367992,,,144204924.6,419458652.3,1605161.25,,,9711.25,7796.25,222278.75,11500.75,88606.75,236111,,,,,,,,1029156.5,,,,,,,,,,,,,,,,,22944160.87,,,,,404076.12,,,,55974931.24,9736711.72,32461.12,76226203.85,61948873.51,9753896.25,12049518.6,11170397.13,,292516.42,859106.74,239808.81,2827445.17,20369891.07,,,99353,1986756.83,,,,,,,,
99.1,2012-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3038860,10.3,14.2,1.6,8.3,116768,240567,124942,100135,110196,692608,,,,,27951.00546,33002.31162,34938.71014,-1427.584438,,,146477655,516482286,1607583.5,,,9994.5,8166.5,219463,12067.25,88306.5,237709,,,,,,,,1031876.75,,,,,,,,,,,,,,,,,20975163.42,,,,,455073.6,,,,51489818.49,9052004.31,18487.58,65399839.98,63384226.11,13363637.57,,14832073.42,,130243.43,696586,512630.24,3070469.54,18293013.34,1233900,,129817,1619060.41,,,,,,,,
99.1,2013-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3044076,10.6,14.3,1.6,8.9,119527,241850,125293,101075,112290,700035,,,,,40468.4231,47316.0954,50812.33678,-3011.556288,,,148653570.2,648919966.1,1603408.5,,,9974.75,8236.75,215676.75,12928.5,88246,234436.5,,,,,,,,1033909.25,,,,,,,,,,,,,,,,,21446224.57,,3044.78,,,400480.94,,,,46854585.34,16341507.16,9981,70394794.32,64984576.68,14876358.65,,15523135.57,,150608.27,642214.82,589585.99,2535178.94,11670245.13,74000,,66196,1355454.07,,,,,,,,
99.1,2014-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3049229,10.6,14.3,1.8,8.1,120784,242595,125318,100607,112352,701656,,,,,54441.59888,63395.37219,64818.96262,-727.9093056,,,146337757.9,848856551.4,1600882.25,,,9766.25,8610.75,213280,14678.5,86417.25,232282.5,,,,,,,,1035847,,,,,,,,,,,,,,,,,18740297.46,,,,,281797.26,,,,53282345.73,20118483.56,23000,70131367.28,63234819.77,17952817.64,,10621186.24,,44938.79,839086.06,283206.34,1348232.3,9391542.2,,,78686.26,699142.8,,,,,,,,
99.1,2015-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3054267,10.4,13.7,1.9,6.4,123169,244555,125690,103126,111071,707611,,,,,69020.81941,80984.04983,89282.97327,-7506.910675,,,149804609.3,1104026428,1627215.5,,,9634.25,8502,215353.5,16342,87300,236090.5,,,,,,,,1053993.25,,,,,,,,,,,,,,,,,13082176.77,,,,,344869.28,,,,40724769.39,17425133.39,78377.94,75017363.33,59198328.41,21313028.65,,9441682.27,,42769.07,310520.51,117035.38,1619901.13,6874140.23,335709.6,,34842.48,610407.52,,,,,200,,,
99.1,2016-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3059122,10.8,13.1,1.5,7.5,123627,285100,85849,104004,107836,706416,,,,,93836.43301,128652.8077,143316.3157,-13671.61311,,,146422461.3,1496817792,1627866.75,,,9612.5,8029.75,210358.75,17208,84406.5,238658,,,,,,,,1059593.25,,,,,,,,,,,,,,,,,13083278.77,,,,,338209.2,,,,38150200.41,12144618.17,102966.57,104561628.2,60697616.83,24274558.59,,2425404.63,,39761.25,41375.71,52854.17,3014259.57,5602645.45,,8500,8637.41,1246689.98,,,,,,,,
99.1,2017-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3063728,10.5,11.7,0.3,6.9,124582,286408,87900,106132,110666,715688,,,,,128965.9457,179862.1039,198920.2795,-13838.02608,,,150256435.2,1948804198,1640289.5,,,9738.5,7705.25,201188,17802,93685.5,236885.25,,,,,,,,1073285,,,,,,,,,,,,,,,,,13314760.65,,,,,376131.05,,,,36526585.75,13154844.45,233822.35,129114470.1,59319743.68,22869536.93,,2968007.65,,18738,82887.96,72721,1206060.53,4232674.88,515874.35,22700,,888079.54,,,,,,"12,6","2,5",36382
99.1,2018-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3068043,,,,,,,,,,,,,,,174502.7051,249296.5613,253452.8814,859.4419591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2019-12-31,anual,PROVINCIA,2,CAPITAL FEDERAL,3072029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1993-12-31,anual,PROVINCIA,6,BUENOS AIRES,,,,,,,,,,,,,,,,,,,,75516867.24,75516867.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1994-12-31,anual,PROVINCIA,6,BUENOS AIRES,,,,,,,,,,,,,,,,,,,,80520237.05,83049666.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1995-12-31,anual,PROVINCIA,6,BUENOS AIRES,,,,,,,,,,,,,,,,,,,,76179775.93,81543524.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,6,BUENOS AIRES,,7.9,17,2.3,20.9,,,,,,,,,,,,,,,78810323.43,84477475.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,6,BUENOS AIRES,,7.9,17.2,2.6,18.8,,,,,,,,,,,,,,,89294995.8,95126928.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,6,BUENOS AIRES,,8.1,17,2.5,19.1,,,,,,,,,,,,,,,90538870.52,97085210.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,6,BUENOS AIRES,,8.3,17.4,1.9,16.6,,,,,,,,,,,,,,,88034898.13,92852200.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,6,BUENOS AIRES,,7.9,17.5,1.4,15.1,,,,,,,,,,,,,,,86053221.02,91643584.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,6,BUENOS AIRES,,8.2,16.9,2.1,15,,,,,,,,,,,,,,,81952063.14,87852808.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
