distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,pobl_proy,tasa_mort_gral,tasa_nat,tasa_mort_mat,tasa_mort_inf,alum_comun_inic,alum_comun_pri,alum_comun_sec_bas,alum_comun_sec_or,alum_comun_sup_nouniv,alum_comun_tot,dep_priv_monlocyext,dep_publ_monlocyext,prest_priv_monlocyext,prest_publ_monlocyext,rt_origenprov,recursos_ctes,gasto_tot,resultado_financiero,pbg_base1993_constantes,pbg_base1993_corrientes,pbg_base2004_constantes,pbg_base2004_corrientes,empleo_tot,empleo_sector_a,empleo_sector_b,empleo_sector_ab,empleo_sector_c,empleo_sector_d,empleo_sector_e,empleo_sector_f,empleo_sector_g,empleo_sector_h,empleo_sector_i,empleo_sector_j,empleo_sector_k,empleo_sector_m,empleo_sector_n,empleo_sector_o,empleo_sector_serv,expo_fob_102A,expo_fob_102B,expo_fob_104B,expo_fob_104C,expo_fob_105A,expo_fob_105B,expo_fob_105C,expo_fob_106A,expo_fob_106B,expo_fob_106ZF,expo_fob_107A,expo_fob_108A,expo_fob_111,expo_fob_111A,expo_fob_111BA,expo_fob_111Z,expo_fob_201AA,expo_fob_201AE,expo_fob_206A,expo_fob_208AA,expo_fob_210A,expo_fob_210D,expo_fob_211A,expo_fob_212AE,expo_fob_213A,expo_fob_214B,expo_fob_299,expo_fob_302A,expo_fob_302B,expo_fob_302C,expo_fob_302F,expo_fob_302J,expo_fob_306A,expo_fob_306C,expo_fob_310A,expo_fob_311AZ,expo_fob_311C,expo_fob_312AL,expo_fob_312B,expo_fob_313BB,expo_fob_314A,expo_fob_314B,expo_fob_399Z,expo_fob_401,expo_fob_402A,expo_fob_402Z,expo_fob_404A,expo_fob_499,per_bajo_pob,per_bajo_ind,sal_bru_prom
99.1,2017-12-31,anual,PROVINCIA,14,CORDOBA,3645321,8.2,15,2.9,9.3,132800,356662,190132,136194,77210,892998,,,,,42690.49583,160802.5956,170614.0842,-6033.602395,,,60001404.72,759361886,534921.25,,,30439.75,1745.25,107844,7698.75,36184.5,111027,,,,,,,,239982,,4788,4764623.72,92368296.84,,,,626052699.6,1270456578,,778902083.4,,,,,,37205695.96,20547174.16,36923.04,662007691.2,869266.08,,,1828300384,,2638481.09,14644614.29,1672191.55,51081939.09,6591382.42,118636.69,,7742820.45,,,6494196.25,249065,44519123.44,10311423.14,112628036.8,2411728.23,,510221.84,,,,,,"35,7","7,5",27434
99.1,2018-12-31,anual,PROVINCIA,14,CORDOBA,3683937,,,,,,,,,,,,,,,56351.45949,212023.2265,236598.4758,-19789.15032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2019-12-31,anual,PROVINCIA,14,CORDOBA,3722332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1993-12-31,anual,PROVINCIA,18,CORRIENTES,,,,,,,,,,,,,,,,,,,,2986337478,2986337478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1994-12-31,anual,PROVINCIA,18,CORRIENTES,,,,,,,,,,,,,,,,,,,,3171935417,3252418.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1995-12-31,anual,PROVINCIA,18,CORRIENTES,,,,,,,,,,,,,,,,,,,,3350105393,3523218.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,18,CORRIENTES,,6.6,26,3.5,26.1,,,,,,,,,,,,,,,3297350.68,3411759587,,,43406.5,,,9436.75,94.75,7916.5,458.5,4095.5,7582.5,,,,,,,,13822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,18,CORRIENTES,,6.3,25.9,5.7,22.8,,,,,,,,,,,,,,,3421323554,3664652274,,,46437.25,,,9792.25,158.75,8235,573,4433.25,8325.5,,,,,,,,14919.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,18,CORRIENTES,,6.5,25.5,4.4,23.8,,,,,,,,,,,,,,,3459960.81,3650006004,,,49707,,,10085,224.25,8444.5,672.25,4258.5,9160.25,,,,,,,,16862.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,18,CORRIENTES,,6.2,23.4,6.6,22.9,,,,,,,,,,,,,,,3595553125,3750627124,,,47835,,,9707.5,156,7536,699.25,3414.75,9330,,,,,,,,16991.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,18,CORRIENTES,,6.6,22.7,5.7,30.4,,,,,,,,,,,,,,,3477728765,3692306486,,,44814.75,,,9346.25,151,7759.5,504.75,3244.75,8753.25,,,,,,,,15055.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,18,CORRIENTES,,6.6,21.9,5.4,23.5,,,,,,,,,,,,,,,3354691007,3488760816,,,45897,,,9112.25,202.5,7855.25,504.75,3115,8780.5,,,,,,,,16326.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,18,CORRIENTES,,6.4,23.3,7.2,23.8,,,,,,,,,,,,,,,3057292098,3826063049,,,40697.75,,,8381,106,7154.5,513,1568.5,7619,,,,,,,,15355.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,18,CORRIENTES,,6.4,22.2,7.5,21.1,,,,,,,,,,,,,,,3213594745,4305666451,,,43236.25,,,9098,74.75,7674.75,516.75,2129,7935.5,,,,,,,,15807.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,18,CORRIENTES,,6.1,22.7,10.4,19.3,,,,,,,,,,,,,,,3510286693,5385165192,,,47201,,,9998.25,106.25,8325,496.75,3338.75,8901.25,,,,,,,,16034.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,18,CORRIENTES,,6,20.2,9.6,18.2,,,,,,,,,,,157.23,1772.301292,1983.401396,-71.26650566,3859516.07,6782008869,,,56398,,,11360.25,122.5,9166.75,504.5,6288.75,10266.5,,,,,,,,18688.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,18,CORRIENTES,,6,18.7,4.8,17.5,,,,,,,,,,,202.32,2195.549801,2192.254544,102.0943153,4210925506,8389844764,,,60097.75,,,12584.75,115.25,9914.25,499.25,4138.5,12367,,,,,,,,20478.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,18,CORRIENTES,,6.1,18.9,4.7,15.6,,,,,,,,,,,268.61,2902.459151,2848.662079,198.1655008,4437137151,10173764.45,,,64421.25,,,13032.25,139.25,10277.5,504.25,6289,13000,,,,,,,,21179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,18,CORRIENTES,,6.2,19.7,6,17.1,38035,160207,62529,35126,22342,318239,,,,,357.1,3648.911573,3687.057919,63.43825889,4651765622,12683699.51,,,67863.25,,,13567.5,134.25,10733.5,496.75,6127.75,14566.25,,,,,,,,22237.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,18,CORRIENTES,,6.2,19.9,4.9,15.3,38844,157189,63348,35823,22674,317878,,,,,388.66,3996.810816,4101.040372,68.80975388,4873732359,14676771.8,,,66911,,,13363.75,138.5,10900.75,736.75,4533.75,15091.75,,,,,,,,22145.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,18,CORRIENTES,1017731,6.3,19.8,5.9,16.8,37446,156443,59774,34804,22786,311253,,,,,531.68,5817.950207,5192.755113,1035.950193,5073235.91,17617879.51,,,67881.75,,,13193.5,149.25,11056.75,501.25,4459.5,15625.75,,,,,,,,22895.75,,,,,,,21874021.1,,,76309677.73,,2756009.8,,,,,875494.47,,514041.12,,,170400,,,,339.92,22518978.1,,,214515,297366.25,,867.76,,,2937.05,,22100,,,,,3574713.68,,,,,,,,
99.1,2011-12-31,anual,PROVINCIA,18,CORRIENTES,1028248,6.1,19.9,5.3,15.7,37295,155014,60262,36293,24772,313636,,,,,797.28,7489.209562,8257.327237,-293.9365343,5537289863,22198748.12,,,71885,,,13279.75,159.75,11086.75,546.75,5671.5,17181.25,,,,,,,,23959.25,,,,,,,69218280.31,,,143856153.4,,2970445.72,,,,,,,407443.93,,,245778,,,,82426.13,20925570.77,,,947367,177078.54,,,,,1702.5,700,29243.1,,,,,4035983.31,,,,,,,,
99.1,2012-12-31,anual,PROVINCIA,18,CORRIENTES,1038786,6.4,18.6,6.1,14.4,38516,148013,60558,37602,27747,312436,,,,,1009.49,9568.623245,10349.67035,-242.4488924,5716202.36,27594237.36,,,73262.25,,,12833.5,173,11149.75,581.5,5934.25,18039.75,,,,,,,,24550.5,,,,,,,59452731.9,,,124473864.2,,4982940.37,,,,,,,348316.79,,,,,,,70312.31,23054728.21,,,714190.5,89154.41,,,,,,,385539.36,,,,,2319322.65,,,,,,,,
99.1,2013-12-31,anual,PROVINCIA,18,CORRIENTES,1049325,6.6,19,7.5,14.9,39767,145163,60406,39643,32332,317311,,,,,1310916,12396.96519,13326.64138,-301.7731001,5989801239,33896369.2,,,73339.5,,,12625.5,177.5,11244.75,656.75,5515.25,18102.5,,,,,,,,25017.25,,,,,,,57860160.78,,,140692452.3,,1764932.91,,,,,,,821231.7,,,332321.18,,,,273932.38,25728720.54,,,237168,,,816.8,,,1820.22,,14174,,,,,805514.89,,,,,,,,
99.1,2014-12-31,anual,PROVINCIA,18,CORRIENTES,1059836,6.5,19.8,1.9,15.9,40702,137886,59706,39141,33001,310436,,,,,1973.0508,18142.17206,17852.96391,1191.969273,6312571253,47612774.5,,,74352.25,,,12640.5,163.25,11616.75,668.25,5078.5,18524,,,,,,,,25661,,,,,,,51574801.16,,,118375305.4,,1054691.94,,,,,,45312,794506.06,,,517368.74,,,,353079.01,24983754.3,,,,247914.21,,92.5,,,1793.5,,25000,2175,,,2300,722753.24,,,,,,,,
99.1,2015-12-31,anual,PROVINCIA,18,CORRIENTES,1070283,6.4,19.3,4.8,14.5,42559,138226,62001,40972,34904,318662,,,,,2766.14,23527.71612,23791.8229,1063.574576,6546035043,62963889.63,,,78311,,,12787,175.25,11873,705.5,6557.25,19118,,,,,,,,27095,,,,,,,42690145.22,,,68484470.38,,1025064.8,,,,,,,1446092.36,,,969984,,,,138296.5,21600853.2,,,,309690,,1344.1,,,14626.12,,425,,,,,533200.54,,,,,,,,
99.1,2016-12-31,anual,PROVINCIA,18,CORRIENTES,1080655,7.2,18.5,4,13.5,43068,135323,62662,41175,41122,323350,,,,,3724.6,30875.32826,32269.05244,438.6267536,6296791717,80376925.36,,,78874.75,,,12441,183.75,11639,721.25,6514.75,19798,,,,,,,,27577,,,,,,,62940100.97,,,96192985.09,,951526.4,,,,,,,4343587.61,,,1800977.5,,,,250787.16,20069601.74,,,,850628,,,,,1247.84,,,,,,,248849.55,,,,,,,,
99.1,2017-12-31,anual,PROVINCIA,18,CORRIENTES,1090938,6.7,18.3,6,12.8,44223,134589,64132,41686,40890,325520,,,,,4983.39,42362.75928,46765.76603,-2024.029412,6392214865,108614153.8,,,79796,,,12400.5,169.5,11624.5,721.25,6745.25,20201,,,,,,,,27934,,,,,,,30987647.14,,,77057621.48,,2204617.98,,,,,19948.93,,4785970.67,,,3811336.47,,,,182581,25332338.75,,,,1404620,,70,,,5122.69,,880,,,,,192243.31,,,,,,"49,3","13,8",22793
99.1,2018-12-31,anual,PROVINCIA,18,CORRIENTES,1101084,,,,,,,,,,,,,,,6542.287847,56293.47713,61127.95503,-2621.220155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2019-12-31,anual,PROVINCIA,18,CORRIENTES,1111052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1991-12-31,anual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,2014560547,1412750504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1992-12-31,anual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,2049144437,1892179068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1993-12-31,anual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,2145353574,2145353574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1994-12-31,anual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,2325157988,2442050035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1995-12-31,anual,PROVINCIA,22,CHACO,,,,,,,,,,,,,,,,,,,,2468669889,2809698048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,22,CHACO,,6.7,24,16,34.4,,,,,,,,,,,,,,,2617371062,2976406237,,,46186.25,,,11377,79.25,7784.5,180.5,3926.75,8424.5,,,,,,,,14413.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,22,CHACO,,6.5,26.2,5.8,28.2,,,,,,,,,,,,,,,2533602255,2976919666,,,49553.5,,,11360.75,68.75,7796,189.75,5066,9289.25,,,,,,,,15783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,22,CHACO,,6.6,24,13,31.8,,,,,,,,,,,,,,,2341536579,2636220.93,,,49207.75,,,10573,62.25,7313.75,154.5,4992.5,9495,,,,,,,,16616.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,22,CHACO,,6.6,24.1,13.2,29,,,,,,,,,,,,,,,2201564674,2580074469,,,45349,,,9711.5,58.5,6139.25,155.75,4781.75,8989.25,,,,,,,,15513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,22,CHACO,,6.2,25.8,7.7,21.9,,,,,,,,,,,,,,,2370552529,2760835692,,,47703,,,11487.25,59.5,6103,177.5,3866.75,9478.75,,,,,,,,16530.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,22,CHACO,,6.4,22.2,15.9,24,,,,,,,,,,,,,,,2311781512,2760697624,,,46211.25,,,10738.75,57.75,5837.25,180.5,3908,9305.75,,,,,,,,16183.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,22,CHACO,,6.8,24.9,7.8,26.7,,,,,,,,,,,,,,,2084693396,3284547728,,,37955,,,8147,64.75,4964.5,183.25,2072.25,8029.75,,,,,,,,14493.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,22,CHACO,,6.3,20.9,8.1,27.7,,,,,,,,,,,,,,,3265716759,4558992487,,,38677.5,,,7470.5,64.25,5249.75,186.25,2406,8664,,,,,,,,14636.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,22,CHACO,,6.2,25.1,7,21.3,,,,,,,,,,,,,,,3347427996,4967066794,,,41358.75,,,7332.5,62.75,5762,207.25,3357.25,9804,,,,,,,,14833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,22,CHACO,,6.1,22.6,5.2,19.9,,,,,,,,,,,197.8068,2284.552892,2439.49155,83.68156685,3703147241,5912744738,,,47801.75,,,7456.25,62.75,6085.5,218.5,6656.75,11073,,,,,,,,16249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,22,CHACO,,6.2,19.6,12.8,18.9,,,,,,,,,,,249.2433641,2845.218592,2960.215495,84.41693638,3744443954,7120354411,,,50434.25,,,7894.5,66.75,6587.75,219.5,6372,11918,,,,,,,,17375.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,22,CHACO,,6.6,18.4,6.3,21.2,,,,,,,,,,,333.26575,3805.094306,4169.346544,-40.78330258,4086772525,9564088732,,,55682.25,,,8576.75,77.75,7003,224.5,7201.5,13181.75,,,,,,,,19417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,22,CHACO,,6.4,20.8,8.2,18,36407,168421,73010,39631,22754,340223,,,,,486.570158,5302.824273,5680.996529,-58.41108707,4376160169,12219737.74,,,60311.75,,,9992.25,79.5,7534.25,240.25,7604,14568,,,,,,,,20293.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,22,CHACO,,6.3,20.4,9.7,17.8,36402,166503,76557,41024,26070,346556,,,,,525.45391,5873.835929,7148.232757,-481.1886205,,,,,63673.75,,,10675,240,8054.75,244,7709.25,15103.25,,,,,,,,21647.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,22,CHACO,1080017,6.7,21.2,7.5,14.7,37190,164221,78347,42109,30179,352046,,,,,710.93648,7821.374988,8358.868194,457.5430597,,,,,62271.5,,,7295.25,118.25,7964,239.5,7678,15910.25,,,,,,,,23066.25,,,,17655.83,,,216761.23,,43412032.85,6357192.11,146596536,122588.7,,,,,1924992.86,,,,,,,,51566654.22,5905423.67,973582.3,,5399095.31,,,210684.51,44837.6,,,908,,673914.54,,,,,81594.12,,,,,,,,
99.1,2011-12-31,anual,PROVINCIA,22,CHACO,1092625,6.4,22.6,8.6,11.4,38558,161947,78683,43716,32107,355011,,,,,1120.28523,10228.90473,11745.79673,-42.15672578,,,,,67475,,,7276,88,8278.5,294.75,8872.25,17555.5,,,,,,,,25110,,,,,,,248051.7,48895101.34,88390683.62,9226186.92,178251745.9,69186,,,,,5121578,,6050.47,,,,,,54621655.44,,1932955.52,3190,6522078.74,64800,,222253.73,71510,,,,,315220,,,,,60195.35,,,,,,,,
99.1,2012-12-31,anual,PROVINCIA,22,CHACO,1105280,6.5,20.2,6.8,13.3,40327,158794,78971,46024,34408,358524,,,,,1294.41893,12860.64032,14952.10449,-176.6416055,,,,,69165,,,7341,84,8299,321.5,7493.75,18534.25,,,,,,,,27091.5,,,,,,,52314.28,45755338.65,37276298.13,9405095.19,23298742.6,,,,,,,,,,,,,,54446876.05,1167.63,1037981.1,2380,4266934.66,,,,142757,,,3521.5,,3132134.48,,,,,171415.71,,,,,,,,
99.1,2013-12-31,anual,PROVINCIA,22,CHACO,1117953,6.5,19.9,4.9,11.6,41342,154868,76741,48167,40653,361771,,,,,1980.65587,16661.90243,19391.15435,20.42114222,,,,,72567,,,7312.5,81.75,8389,359.25,7956.75,19247,,,,,,,,29220.75,,,,,,,30696.37,,53226974.61,9137007.26,45810503.92,,,,,,,,,,,,,,58092897.57,7693.04,557354.05,,4596187.57,,,,131229.8,,,57639.36,,9500,,,,,25458.66,,,,,,,,
99.1,2014-12-31,anual,PROVINCIA,22,CHACO,1130608,6.6,20.2,5.7,12.8,42537,150689,75978,49653,46316,365173,,,,,2872.358884,23604.35326,27828.87763,242.4492155,,,,,74909.25,,,7462.5,87.5,8564.25,369.75,8718.5,19504.5,,,,,,,,30202.25,144.05,,,,,,4087.47,,114921490.5,7248592.63,97804109,,,,,,,,,,,,,,61487301.81,2745.08,1222649.5,1235,2346822.48,39750,,,68395.95,,,83048,,280,,,2500,,2972.57,,,,,,,,
99.1,2015-12-31,anual,PROVINCIA,22,CHACO,1143201,6.7,22.7,7.3,11.6,46394,147688,76360,50641,51338,372421,,,,,3692.7884,31665.32773,37671.41381,-581.6894381,,,,,77819.75,,,7220.5,94.5,8582.5,380.75,9502.25,19743,,,,,,,,32296.25,,,,,,,2878.48,5267506.34,53238498.84,3732676.97,83259582.45,,,,,,,55877.64,,,,,,,50339804.67,2728,422982.66,,2166985.44,28000,,,38253,12327.77,,,,23000,,,,,22856.37,,,,,,,,
99.1,2016-12-31,anual,PROVINCIA,22,CHACO,1155723,7.1,19.1,4.1,11.9,49137,169282,52463,50831,58744,380457,,,,,5124.59044,41778.88214,51140.58098,-5135.807439,,,,,76931.25,,,7089,89.5,8497.75,356,7664.5,20382.25,,,,,,,,32852.25,,,,,,,17033.4,24842074.18,124777509.5,5270848.5,55964151.94,91715.09,,,,,,,,,,,,,60729428.92,,164820.35,,2129415.75,,,,42977.4,,,430480,,,,,,,31988.72,,,,,,,,
99.1,2017-12-31,anual,PROVINCIA,22,CHACO,1168165,6.7,19.8,6.5,10.9,49695,167533,52016,50545,59845,379634,,,,,7199.06029,55782.54663,65758.09803,-5233.596224,,,,,79920,,,7342.5,82.25,8213,368.5,9187.5,20885.5,,,,,,,,33840.75,,,,,,,18704.26,14174778.13,155407532.4,3420782.26,71057733.92,44226,,,,,2002,,,,,,,,64006205.26,95.18,19146.72,,2719285.6,57000,,,74323.62,,,,,22081.93,,13000,,,30407.22,,,,,,"41,4","10,6",23114
99.1,2018-12-31,anual,PROVINCIA,22,CHACO,1180477,,,,,,,,,,,,,,,8876.03,74845.11827,81389.63082,-2728.290388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2019-12-31,anual,PROVINCIA,22,CHACO,1192616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1993-12-31,anual,PROVINCIA,26,CHUBUT,,,,,,,,,,,,,,,,,,,,2661144258,2661144.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1994-12-31,anual,PROVINCIA,26,CHUBUT,,,,,,,,,,,,,,,,,,,,2689160.1,2803848.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1995-12-31,anual,PROVINCIA,26,CHUBUT,,,,,,,,,,,,,,,,,,,,2736121.1,2962855.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,26,CHUBUT,,5.3,21.2,6.9,18,,,,,,,,,,,,,,,2804954.5,3095523.1,,,40224.5,,,4335,3945.75,6971,1382.25,4203.25,5576.5,,,,,,,,13810.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,26,CHUBUT,,5.5,21,4.6,19.1,,,,,,,,,,,,,,,2977962.5,3216350.1,,,41704.25,,,4901.25,4011,6811,1323,4313,6004.75,,,,,,,,14340.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,26,CHUBUT,,5.1,19.7,3.6,19.7,,,,,,,,,,,,,,,2985307.5,3019815.1,,,50658.25,,,5916.5,4040.25,8493.25,1568.25,6909.5,7541.75,,,,,,,,16188.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,26,CHUBUT,,5.4,18.9,,17.9,,,,,,,,,,,,,,,2955689.2,3061424.7,,,50182.75,,,6239.5,3655.75,8040.25,1786.75,5398.5,8012.25,,,,,,,,17049.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,26,CHUBUT,,5.2,19.4,5.8,15.8,,,,,,,,,,,,,,,2992930,3362705.63,,,53726,,,6689.5,4371,8128,1639.5,4677.5,8951,,,,,,,,19269.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,26,CHUBUT,,5.1,18.4,2.4,13.1,,,,,,,,,,,,,,,3163644656,3591711366,,,56790,,,7436,5511.75,7941.25,1673,4943.75,9577.25,,,,,,,,19707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,26,CHUBUT,,5.4,17.1,1.3,17.8,,,,,,,,,,,,,,,2925343689,5326708991,,,54940.25,,,8583,5679,7593.5,1701,4035.5,8794.25,,,,,,,,18554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,26,CHUBUT,,5.5,18.7,8.6,15.1,,,,,,,,,,,,,,,3116786506,6094098581,,,61587,,,9123.75,6664,8785.25,1757.5,5506.75,9551,,,,,,,,20198.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,26,CHUBUT,,5.6,19.3,1.2,11.8,,,,,,,,,,,,,,,3400031786,8036945846,9104096526,9104096673,71401.75,,,10407.75,7913,9888.25,1823.75,7896.25,11048.75,,,,,,,,22424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
